9,29,0.0025,endl
9,30,0,endl
9,31,0.00000026,endl
10,15,7.7328426E-022,endl
10,16,3.7396534E-021,endl
10,17,0.1092,endl
10,18,1.672,endl
10,19,17.22,endl
10,20,10000000000000000000000000000000000000000,endl
10,21,10000000000000000000000000000000000000000,endl
10,22,10000000000000000000000000000000000000000,endl
10,23,37.24,endl
10,24,202.8,endl
10,25,0.602,endl
10,26,0.197,endl
10,27,0.0315,endl
10,28,0.02,endl
10,29,0.015,endl
10,30,0.0073,endl
10,31,0.0034,endl
10,32,0.0035,endl
10,33,0.00000018,endl
10,34,0.00000006,endl
11,18,0,endl
11,19,0,endl
11,20,0.4479,endl
11,21,22.49,endl
11,22,82133144,endl
11,23,10000000000000000000000000000000000000000,endl
11,24,53989.2,endl
11,24,0.02018,endl
11,25,59.1,endl
11,26,1.077,endl
11,27,0.301,endl
11,28,0.0305,endl
11,29,0.0441,endl
11,30,0.048,endl
11,31,0.01735,endl
11,32,0.0132,endl
11,33,0.008,endl
11,34,0.0055,endl
11,35,0.0015,endl
11,36,0.00000018,endl
11,37,0.00000006,endl
12,19,4.0020852E-012,endl
12,20,0.093,endl
12,21,0.122,endl
12,22,3.8755,endl
12,23,11.317,endl
12,24,10000000000000000000000000000000000000000,endl
12,25,10000000000000000000000000000000000000000,endl
12,26,10000000000000000000000000000000000000000,endl
12,27,567.48,endl
12,28,75294,endl
12,29,1.3,endl
12,30,0.335,endl
12,31,0.236,endl
12,32,0.086,endl
12,33,0.0905,endl
12,34,0.02,endl
12,35,0.07,endl
12,36,0.0039,endl
12,37,0.008,endl
12,38,0.00000026,endl
12,39,0.00000018,endl
12,40,0.00000017,endl
13,21,0.000000035,endl
13,22,0.059,endl
13,23,0.47,endl
13,23,0,endl
13,24,2.053,endl
13,24,0.13,endl
13,25,7.183,endl
13,26,22626297000000,endl
13,26,6.3452,endl
13,27,10000000000000000000000000000000000000000,endl
13,28,134.7,endl
13,29,393.6,endl
13,30,3.62,endl
13,31,0.644,endl
13,32,0.033,endl
13,32,0.0000002,endl
13,33,0.0417,endl
13,34,0.0563,endl
13,35,0.0372,endl
13,36,0.09,endl
13,37,0.0107,endl
13,38,0.0076,endl
13,39,0.0076,endl
13,40,0.00000026,endl
13,41,0.00000026,endl
13,42,0.00000017,endl
13,43,0.00000017,endl
14,22,0.029,endl
14,23,0.0423,endl
14,24,0.14,endl
14,25,0.22,endl
14,26,2.2453,endl
14,27,4.15,endl
14,28,10000000000000000000000000000000000000000,endl
14,29,10000000000000000000000000000000000000000,endl
14,30,10000000000000000000000000000000000000000,endl
14,31,9441.6,endl
14,32,4828205700,endl
14,33,6.11,endl
14,34,2.77,endl
14,35,0.78,endl
14,36,0.45,endl
14,37,0.09,endl
14,38,0.000001,endl
14,39,0.0475,endl
14,40,0.033,endl
14,41,0.0000002,endl
14,42,0.0125,endl
14,43,0.00000006,endl
14,44,0.00000036,endl
14,45,0,endl
15,24,0,endl
15,25,0.00000003,endl
15,26,0.0437,endl
15,27,0.26,endl
15,28,0.2703,endl
15,29,4.142,endl
15,30,149.88,endl
15,31,10000000000000000000000000000000000000000,endl
15,32,1232755.2,endl
15,33,2190240,endl
15,34,12.43,endl
15,35,47.3,endl
15,36,5.6,endl
15,37,2.31,endl
15,38,0.64,endl
15,39,0.28,endl
15,40,0.15,endl
15,41,0.1,endl
15,42,0.11,endl
15,43,0.0365,endl
15,44,0.0185,endl
15,45,0.0000002,endl
15,46,0,endl
15,47,0,endl
16,26,0,endl
16,27,0.0155,endl
16,28,0.125,endl
16,29,0.188,endl
16,30,1.178,endl
16,31,2.5534,endl
16,32,10000000000000000000000000000000000000000,endl
16,33,10000000000000000000000000000000000000000,endl
16,34,10000000000000000000000000000000000000000,endl
16,35,7548768,endl
16,36,10000000000000000000000000000000000000000,endl
16,37,303,endl
16,38,10218,endl
16,39,11.5,endl
16,40,8.8,endl
16,41,1.99,endl
16,42,1.013,endl
16,43,0.265,endl
16,44,0.1,endl
16,45,0.068,endl
16,46,0.05,endl
16,47,0,endl
16,48,0.0000002,endl
16,49,0,endl
17,28,0,endl
17,29,0.00000002,endl
17,30,0.00000003,endl
17,31,0.19,endl
17,32,0.298,endl
17,33,2.511,endl
17,34,1.5266,endl
17,34,1919.4,endl
17,35,0,endl
17,36,9508094000000,endl
17,37,10000000000000000000000000000000000000000,endl
17,38,2234.4,endl
17,38,0.715,endl
17,39,3372,endl
17,40,81,endl
17,41,38.4,endl
17,42,6.8,endl
17,43,3.13,endl
17,44,0.56,endl
17,45,0.413,endl
17,46,0.232,endl
17,47,0.101,endl
17,48,0.0000002,endl
17,49,0.00000017,endl
17,50,0.00000062,endl
17,51,0.0000002,endl
18,30,0,endl
18,31,0.0144,endl
18,32,0.098,endl
18,33,0.173,endl
18,34,0.8438,endl
18,35,1.7756,endl
18,36,10000000000000000000000000000000000000000,endl
18,37,3024950.4,endl
18,38,10000000000000000000000000000000000000000,endl
18,39,8488806100,endl
18,40,10000000000000000000000000000000000000000,endl
18,41,6576.6,endl
18,42,1038222000,endl
18,43,322.2,endl
18,44,712.2,endl
18,45,21.48,endl
18,46,8.4,endl
18,47,1.23,endl
18,48,0.475,endl
18,49,0.17,endl
18,50,0.085,endl
18,51,0.08,endl
18,52,0.00000062,endl
18,53,0.00000062,endl
19,32,0,endl
19,33,0.000000025,endl
19,34,0.000000025,endl
19,35,0.178,endl
19,36,0.341,endl
19,37,1.225,endl
19,38,458.16,endl
19,38,0.924,endl
19,38,0.00002195,endl
19,39,10000000000000000000000000000000000000000,endl
19,40,39383011000000000,endl
19,41,10000000000000000000000000000000000000000,endl
19,42,44496,endl
19,43,80280,endl
19,44,1327.8,endl
19,45,1068.6,endl
19,46,105,endl
19,47,17.5,endl
19,48,6.8,endl
19,49,1.26,endl
19,50,0.472,endl
19,51,0.365,endl
19,52,0.105,endl
19,53,0.03,endl
19,54,0.01,endl
19,55,0.00000036,endl
19,56,0.00000062,endl
20,34,0.000000035,endl
20,35,0.0257,endl
20,36,0.1012,endl
20,37,0.1811,endl
20,38,0.44,endl
20,39,0.8596,endl
20,40,10000000000000000000000000000000000000000,endl
20,41,3218803800000,endl
20,42,10000000000000000000000000000000000000000,endl
20,43,10000000000000000000000000000000000000000,endl
20,44,10000000000000000000000000000000000000000,endl
20,45,14049504,endl
20,46,10000000000000000000000000000000000000000,endl
20,47,391910.4,endl
20,48,599581100000000000000000000,endl
20,49,523.08,endl
20,50,13.9,endl
20,51,10,endl
20,52,4.6,endl
20,53,0.461,endl
20,54,0.107,endl
20,55,0.022,endl
20,56,0.011,endl
20,57,0.00000062,endl
20,58,0.00000062,endl
21,36,0,endl
21,37,0,endl
21,38,0,endl
21,39,0.0000003,endl
21,40,0.1823,endl
21,41,0.5963,endl
21,42,0.6813,endl
21,42,61.7,endl
21,43,14007.6,endl
21,43,0.000438,endl
21,44,14292,endl
21,44,210996,endl
21,45,10000000000000000000000000000000000000000,endl
21,45,0.318,endl
21,46,7239456,endl
21,46,18.75,endl
21,47,289370.88,endl
21,48,157212,endl
21,49,3430.8,endl
21,50,102.5,endl
21,50,0.35,endl
21,51,12.4,endl
21,52,8.2,endl
21,53,2.6,endl
21,54,0.526,endl
21,54,0,endl
21,55,0.105,endl
21,56,0.026,endl
21,56,0.075,endl
21,56,0.00000029,endl
21,57,0.013,endl
21,58,0.012,endl
21,59,0.00000036,endl
21,60,0,endl
21,61,0.00000062,endl
22,38,0,endl
22,39,0.031,endl
22,40,0.0533,endl
22,41,0.0804,endl
22,42,0.199,endl
22,43,0.509,endl
22,44,1865012800,endl
22,45,11088,endl
22,46,10000000000000000000000000000000000000000,endl
22,47,10000000000000000000000000000000000000000,endl
22,48,10000000000000000000000000000000000000000,endl
22,49,10000000000000000000000000000000000000000,endl
22,50,10000000000000000000000000000000000000000,endl
22,51,345.6,endl
22,52,102,endl
22,53,32.7,endl
22,54,2.1,endl
22,55,1.3,endl
22,56,0.2,endl
22,57,0.098,endl
22,58,0.058,endl
22,59,0.058,endl
22,60,0.022,endl
22,61,0.015,endl
22,62,0.00000062,endl
22,63,0.00000036,endl
22,64,0.00000062,endl
23,40,0,endl
23,41,0,endl
23,42,0.000000055,endl
23,43,0.0793,endl
23,44,0.111,endl
23,45,0.547,endl
23,46,0.4225,endl
23,46,0.00102,endl
23,47,1956,endl
23,48,1380110.4,endl
23,49,28512000,endl
23,50,4417966000000000000000000,endl
23,51,10000000000000000000000000000000000000000,endl
23,52,224.58,endl
23,53,92.58,endl
23,54,49.8,endl
23,54,0,endl
23,55,6.54,endl
23,56,0.216,endl
23,57,0.32,endl
23,58,0.191,endl
23,59,0.075,endl
23,60,0,endl
23,60,0.122,endl
23,60,0.04,endl
23,61,0.0483,endl
23,62,0.0336,endl
23,63,0.017,endl
23,64,0.015,endl
23,64,0.000001,endl
23,65,0.00000036,endl
23,66,0.00000036,endl
23,67,0.00000062,endl
24,42,0.0133,endl
24,43,0.0212,endl
24,44,0.0428,endl
24,45,0.0609,endl
24,46,0.26,endl
24,47,0.5,endl
24,48,77616,endl
24,49,2538,endl
24,50,41023970000000000000000000,endl
24,51,2393366.4,endl
24,52,10000000000000000000000000000000000000000,endl
24,53,10000000000000000000000000000000000000000,endl
24,54,10000000000000000000000000000000000000000,endl
24,55,209.82,endl
24,56,356.4,endl
24,57,21.1,endl
24,58,7,endl
24,59,0.46,endl
24,60,0.49,endl
24,61,0.237,endl
24,62,0.206,endl
24,63,0.129,endl
24,64,0.043,endl
24,65,0.027,endl
24,66,0.01,endl
24,67,0,endl
24,68,0.00000036,endl
24,69,0.00000062,endl
24,70,0.00000062,endl
25,44,0.000000105,endl
25,45,0,endl
25,46,0.0362,endl
25,47,0.1,endl
25,48,0.1581,endl
25,49,0.382,endl
25,50,0.28319,endl
25,50,105,endl
25,51,2772,endl
25,52,483062.4,endl
25,52,1266,endl
25,53,118022810000000,endl
25,54,26974080,endl
25,55,10000000000000000000000000000000000000000,endl
25,56,9284.04,endl
25,57,85.4,endl
25,58,3,endl
25,58,65.4,endl
25,59,4.59,endl
25,60,0.28,endl
25,60,1.77,endl
25,61,0.709,endl
25,62,0.092,endl
25,63,0.275,endl
25,64,0.09,endl
25,64,0.0005,endl
25,65,0.092,endl
25,66,0.065,endl
25,67,0.047,endl
25,68,0.028,endl
25,69,0.016,endl
25,70,0.00000036,endl
25,71,0.000000637,endl
25,72,0.00000062,endl
26,45,0.00189,endl
26,46,0.013,endl
26,47,0.0218,endl
26,48,0.044,endl
26,49,0.0647,endl
26,50,0.155,endl
26,51,0.305,endl
26,52,29790,endl
26,52,45.9,endl
26,53,510.6,endl
26,53,152.4,endl
26,54,10000000000000000000000000000000000000000,endl
26,55,86592134,endl
26,56,10000000000000000000000000000000000000000,endl
26,57,10000000000000000000000000000000000000000,endl
26,58,10000000000000000000000000000000000000000,endl
26,59,3844368,endl
26,60,82679078000000,endl
26,61,358.8,endl
26,61,0.000000238,endl
26,62,68,endl
26,63,6.1,endl
26,64,2,endl
26,65,0.81,endl
26,65,1.12,endl
26,66,0.44,endl
26,67,0.6,endl
26,67,0.000075,endl
26,68,0.188,endl
26,69,0.11,endl
26,70,0.094,endl
26,71,0.028,endl
26,72,0.00000015,endl
26,73,0.000000633,endl
26,74,0.000000638,endl
26,75,0.00000062,endl
27,47,0,endl
27,48,0,endl
27,49,0,endl
27,50,0.0388,endl
27,51,0.0000002,endl
27,52,0.115,endl
27,53,0.24,endl
27,53,0.247,endl
27,54,0.19328,endl
27,54,88.8,endl
27,55,63108,endl
27,56,6673190.4,endl
27,57,23478336,endl
27,58,6122304,endl
27,58,32760,endl
27,58,0.0000105,endl
27,59,10000000000000000000000000000000000000000,endl
27,60,166344190,endl
27,60,628.02,endl
27,61,5936.4,endl
27,62,92.4,endl
27,62,831.6,endl
27,63,27.4,endl
27,64,0.3,endl
27,65,1.16,endl
27,66,0.2,endl
27,67,0.425,endl
27,68,0.2,endl
27,69,0.227,endl
27,70,0.119,endl
27,71,0.08,endl
27,72,0.0599,endl
27,73,0.00000015,endl
27,74,0.03,endl
27,75,0.03,endl
27,76,0.0217,endl
27,77,0.013,endl
28,48,0.0021,endl
28,49,0.0075,endl
28,50,0.0185,endl
28,51,0.0000002,endl
28,52,0.0408,endl
28,53,0.0552,endl
28,54,0.1142,endl
28,55,0.2047,endl
28,56,524880,endl
28,57,128160,endl
28,58,10000000000000000000000000000000000000000,endl
28,59,2398324400000,endl
28,60,10000000000000000000000000000000000000000,endl
28,61,10000000000000000000000000000000000000000,endl
28,62,10000000000000000000000000000000000000000,endl
28,63,3193558300,endl
28,64,10000000000000000000000000000000000000000,endl
28,65,9063,endl
28,66,196560,endl
28,67,21,endl
28,67,0,endl
28,68,29,endl
28,69,11.4,endl
28,69,3.5,endl
28,69,0.000000439,endl
28,70,6,endl
28,71,2.56,endl
28,71,2.3,endl
28,72,1.57,endl
28,73,0.84,endl
28,74,0.68,endl
28,75,0.344,endl
28,76,0.238,endl
28,76,0.00000059,endl
28,77,0.128,endl
28,78,0.11,endl
28,79,0.043,endl
28,80,0.024,endl
29,52,0,endl
29,53,0.00000013,endl
29,54,0.000000075,endl
29,55,0.04,endl
29,56,0.093,endl
29,57,0.1963,endl
29,58,3.204,endl
29,59,81.5,endl
29,60,1422,endl
29,61,12020.4,endl
29,62,580.2,endl
29,63,10000000000000000000000000000000000000000,endl
29,64,45723.6,endl
29,65,10000000000000000000000000000000000000000,endl
29,66,307.2,endl
29,67,222588,endl
29,68,30.9,endl
29,68,225,endl
29,69,171,endl
29,69,0.000000357,endl
29,70,44.5,endl
29,70,33,endl
29,70,6.6,endl
29,71,19.4,endl
29,71,0,endl
29,72,6.63,endl
29,72,0,endl
29,73,4.2,endl
29,74,1.63,endl
29,75,1.224,endl
29,75,0.00000031,endl
29,75,0.000000149,endl
29,76,0.641,endl
29,76,0,endl
29,77,0.4679,endl
29,78,0.335,endl
29,79,0.241,endl
29,80,0.1136,endl
29,81,0.0732,endl
29,82,0.000000636,endl
30,54,0.00159,endl
30,55,0.02,endl
30,56,0.03,endl
30,57,0.04,endl
30,58,0.0867,endl
30,59,0.182,endl
30,60,142.8,endl
30,61,89.1,endl
30,62,33094.8,endl
30,63,2308.2,endl
30,64,10000000000000000000000000000000000000000,endl
30,65,21075552,endl
30,66,10000000000000000000000000000000000000000,endl
30,67,10000000000000000000000000000000000000000,endl
30,68,10000000000000000000000000000000000000000,endl
30,69,3384,endl
30,69,49521.6,endl
30,70,410239700000000000000000,endl
30,71,147,endl
30,71,14256,endl
30,72,167400,endl
30,73,23.5,endl
30,73,5.8,endl
30,73,0.013,endl
30,74,95.6,endl
30,75,10.2,endl
30,76,5.7,endl
30,77,2.08,endl
30,77,1.05,endl
30,78,1.47,endl
30,78,0.000000319,endl
30,79,0.746,endl
30,80,0.5619,endl
30,81,0.32,endl
30,82,0.228,endl
30,83,0.117,endl
30,84,0.000000633,endl
30,85,0.000000637,endl
31,56,0,endl
31,57,0,endl
31,58,0,endl
31,59,0,endl
31,60,0.07,endl
31,61,0.167,endl
31,62,0.116121,endl
31,63,32.4,endl
31,64,157.62,endl
31,64,0,endl
31,65,912,endl
31,66,34164,endl
31,67,281810.88,endl
31,68,4062.6,endl
31,69,10000000000000000000000000000000000000000,endl
31,70,1268.4,endl
31,71,10000000000000000000000000000000000000000,endl
31,72,50760,endl
31,73,17496,endl
31,74,487.2,endl
31,74,9.5,endl
31,75,126,endl
31,76,32.6,endl
31,77,13.2,endl
31,78,5.09,endl
31,78,0.0000005,endl
31,79,2.847,endl
31,80,1.9,endl
31,80,1.3,endl
31,81,1.217,endl
31,82,0.599,endl
31,83,0.3081,endl
31,84,0.085,endl
31,85,0.092,endl
31,86,0.043,endl
31,87,0.000000634,endl
32,58,0,endl
32,59,0,endl
32,60,0.00000011,endl
32,61,0.044,endl
32,62,0.129,endl
32,63,0.15,endl
32,64,63.7,endl
32,65,30.9,endl
32,66,8136,endl
32,67,1134,endl
32,68,23408352,endl
32,69,140580,endl
32,69,0.0000051,endl
32,70,10000000000000000000000000000000000000000,endl
32,71,987552,endl
32,71,0.02041,endl
32,72,10000000000000000000000000000000000000000,endl
32,73,10000000000000000000000000000000000000000,endl
32,73,0.499,endl
32,74,10000000000000000000000000000000000000000,endl
32,75,4966.8,endl
32,75,47.7,endl
32,76,10000000000000000000000000000000000000000,endl
32,77,40359.6,endl
32,77,53.7,endl
32,78,5280,endl
32,79,18.98,endl
32,79,39,endl
32,80,29.5,endl
32,81,7.6,endl
32,81,7.6,endl
32,82,4.56,endl
32,83,1.85,endl
32,84,0.954,endl
32,85,0.503,endl
32,86,0.226,endl
32,87,0.14,endl
32,88,0.0000003,endl
32,89,0.0000003,endl
32,90,0.000000635,endl
33,60,0,endl
33,61,0,endl
33,62,0,endl
33,63,0.000000043,endl
33,64,0.018,endl
33,65,0.128,endl
33,66,0.09577,endl
33,67,42.5,endl
33,68,151.6,endl
33,69,912,endl
33,70,3156,endl
33,71,235080,endl
33,72,93600,endl
33,73,6937920,endl
33,74,1535328,endl
33,75,10000000000000000000000000000000000000000,endl
33,75,0.01762,endl
33,76,94464,endl
33,77,139644,endl
33,77,0.000114,endl
33,78,5442,endl
33,79,540.6,endl
33,79,0.00000087,endl
33,80,15.2,endl
33,81,33.3,endl
33,82,19.1,endl
33,82,0,endl
33,83,13.4,endl
33,84,4.2,endl
33,84,0,endl
33,85,2.021,endl
33,86,0.945,endl
33,87,0.56,endl
33,88,0.2,endl
33,89,0.0000003,endl
33,90,0.0000003,endl
33,91,0,endl
33,92,0,endl
34,64,0.00000018,endl
34,65,0.033,endl
34,66,0.042,endl
34,67,0.136,endl
34,68,35.5,endl
34,69,27.4,endl
34,69,0.00000096,endl
34,70,2466,endl
34,71,284.4,endl
34,72,725760,endl
34,73,25740,endl
34,73,2388,endl
34,74,10000000000000000000000000000000000000000,endl
34,75,10348992,endl
34,76,10000000000000000000000000000000000000000,endl
34,77,10000000000000000000000000000000000000000,endl
34,77,17.36,endl
34,78,10000000000000000000000000000000000000000,endl
34,79,9309285500000,endl
34,79,235.2,endl
34,80,10000000000000000000000000000000000000000,endl
34,81,1107,endl
34,81,3436.8,endl
34,82,10000000000000000000000000000000000000000,endl
34,83,1338,endl
34,83,70.1,endl
34,84,195.6,endl
34,85,32.9,endl
34,86,14.3,endl
34,87,5.5,endl
34,88,1.53,endl
34,89,0.43,endl
34,90,0.195,endl
34,91,0.27,endl
34,92,0,endl
34,92,0,endl
34,93,0,endl
34,94,0.00000015,endl
34,95,0.000000392,endl
35,67,0,endl
35,68,0,endl
35,69,0.000000024,endl
35,70,0.0791,endl
35,70,2.2,endl
35,71,21.4,endl
35,72,78.6,endl
35,72,10.6,endl
35,73,204,endl
35,74,1524,endl
35,74,2760,endl
35,75,5802,endl
35,76,58320,endl
35,76,1.31,endl
35,77,205344,endl
35,77,256.8,endl
35,78,387,endl
35,78,0.0001194,endl
35,79,10000000000000000000000000000000000000000,endl
35,79,4.86,endl
35,80,1060.8,endl
35,80,15913.8,endl
35,81,10000000000000000000000000000000000000000,endl
35,82,127015.2,endl
35,82,367.8,endl
35,83,8546.4,endl
35,84,1905.6,endl
35,84,360,endl
35,85,174,endl
35,86,55.1,endl
35,87,55.65,endl
35,88,16.34,endl
35,88,0.0000053,endl
35,89,4.357,endl
35,90,1.91,endl
35,91,0.543,endl
35,92,0.314,endl
35,93,0.102,endl
35,94,0.07,endl
35,95,0.00000015,endl
35,95,0,endl
35,96,0.00000015,endl
35,96,0,endl
35,97,0.0000003,endl
35,98,0.000000634,endl
36,69,0.028,endl
36,70,0.052,endl
36,71,0.1,endl
36,72,17.1,endl
36,73,27.3,endl
36,73,0.000000107,endl
36,74,690,endl
36,75,276,endl
36,76,53280,endl
36,77,4464,endl
36,78,10000000000000000000000000000000000000000,endl
36,79,126144,endl
36,79,50,endl
36,80,10000000000000000000000000000000000000000,endl
36,81,7226530100000,endl
36,81,13.1,endl
36,82,10000000000000000000000000000000000000000,endl
36,83,10000000000000000000000000000000000000000,endl
36,83,6588,endl
36,84,10000000000000000000000000000000000000000,endl
36,84,0.00000183,endl
36,85,338889550,endl
36,85,16128,endl
36,86,10000000000000000000000000000000000000000,endl
36,87,4578,endl
36,88,10170,endl
36,89,189,endl
36,90,32.32,endl
36,91,8.57,endl
36,92,1.84,endl
36,93,1.286,endl
36,94,0.212,endl
36,95,0.114,endl
36,96,0.08,endl
36,97,0.063,endl
36,98,0.046,endl
36,99,0.013,endl
36,100,0.007,endl
36,101,0.000000635,endl
37,71,0,endl
37,72,0,endl
37,73,0.00000003,endl
37,74,0.064776,endl
37,75,19,endl
37,76,36.5,endl
37,77,226.8,endl
37,78,1059.6,endl
37,78,344.4,endl
37,79,1374,endl
37,80,33.4,endl
37,81,16459.2,endl
37,81,1830,endl
37,82,75.45,endl
37,82,23299.2,endl
37,83,7447680,endl
37,83,0.0003,endl
37,84,2835648,endl
37,84,1215.6,endl
37,85,10000000000000000000000000000000000000000,endl
37,85,0.000001015,endl
37,86,1610668.8,endl
37,86,61.02,endl
37,87,1517886900000000000,endl
37,88,1066.38,endl
37,88,0.000000123,endl
37,89,919.2,endl
37,90,158,endl
37,90,258,endl
37,91,58.2,endl
37,92,4.48,endl
37,93,5.84,endl
37,94,2.702,endl
37,95,0.3777,endl
37,96,0.203,endl
37,96,0,endl
37,97,0.1691,endl
37,97,0,endl
37,98,0.114,endl
37,98,0.096,endl
37,99,0.054,endl
37,100,0.051,endl
37,101,0.032,endl
37,102,0.037,endl
37,103,0.023,endl
38,73,0.025,endl
38,74,0.027,endl
38,75,0.088,endl
38,76,7.89,endl
38,77,9,endl
38,78,160,endl
38,79,135,endl
38,80,6378,endl
38,81,1338,endl
38,82,2190240,endl
38,83,116676,endl
38,83,4.95,endl
38,84,10000000000000000000000000000000000000000,endl
38,85,5602953.6,endl
38,85,4057.8,endl
38,86,10000000000000000000000000000000000000000,endl
38,86,0.000000455,endl
38,87,10000000000000000000000000000000000000000,endl
38,87,10134,endl
38,88,10000000000000000000000000000000000000000,endl
38,89,4368643.2,endl
38,90,908523150,endl
38,91,34740,endl
38,92,9399.6,endl
38,93,445.8,endl
38,94,75.3,endl
38,95,23.9,endl
38,96,1.07,endl
38,97,0.429,endl
38,98,0.653,endl
38,99,0.269,endl
38,100,0.202,endl
38,101,0.118,endl
38,102,0.069,endl
38,103,0.053,endl
38,104,0.053,endl
38,105,0.039,endl
38,106,0.02,endl
38,107,0.000000395,endl
39,76,0.0000002,endl
39,77,0.057,endl
39,78,0.053,endl
39,78,0,endl
39,79,14.8,endl
39,80,30.1,endl
39,80,4.8,endl
39,80,0.0000047,endl
39,81,70.4,endl
39,82,8.3,endl
39,83,424.8,endl
39,83,171,endl
39,84,2370,endl
39,84,4.6,endl
39,85,9648,endl
39,85,17496,endl
39,86,53064,endl
39,86,2844,endl
39,87,287280,endl
39,87,48132,endl
39,88,9212486.4,endl
39,88,0.000301,endl
39,88,0.01398,endl
39,89,10000000000000000000000000000000000000000,endl
39,89,15.663,endl
39,90,230400,endl
39,90,11484,endl
39,91,5055264,endl
39,91,2982.6,endl
39,92,12744,endl
39,93,36648,endl
39,93,0.82,endl
39,94,1122,endl
39,94,0,endl
39,95,618,endl
39,96,5.34,endl
39,96,9.6,endl
39,97,3.75,endl
39,97,1.17,endl
39,97,0.142,endl
39,98,0.548,endl
39,98,2,endl
39,99,1.484,endl
39,99,0,endl
39,100,0.735,endl
39,100,0.94,endl
39,101,0.45,endl
39,102,0.36,endl
39,103,0.23,endl
39,104,0.18,endl
39,105,0,endl
39,106,0.00000015,endl
39,107,0.03,endl
39,108,0.000000631,endl
39,109,0.025,endl
40,78,0.00000017,endl
40,79,0.056,endl
40,80,4.6,endl
40,81,5.5,endl
40,82,32,endl
40,83,42,endl
40,83,0,endl
40,84,1548,endl
40,85,471.6,endl
40,85,10.9,endl
40,86,59400,endl
40,87,6048,endl
40,87,14,endl
40,88,7205760,endl
40,88,0,endl
40,89,282276,endl
40,89,249.66,endl
40,90,10000000000000000000000000000000000000000,endl
40,90,0.8092,endl
40,91,10000000000000000000000000000000000000000,endl
40,91,0.00000435,endl
40,92,10000000000000000000000000000000000000000,endl
40,93,50806609000000,endl
40,94,10000000000000000000000000000000000000000,endl
40,95,5532364.8,endl
40,96,631138000000000000000000000,endl
40,97,60296.4,endl
40,98,30.7,endl
40,99,2.1,endl
40,100,7.1,endl
40,101,2.3,endl
40,102,2.9,endl
40,103,1.3,endl
40,104,1.2,endl
40,105,0.6,endl
